rowid	studyid	popid	speciesid	ord	fam	gen	sp	full_sp	habitat	source	development	acclim_stage	ctm_stage	tsr	sex	stand_lat	lat_bin	mass	all_mass	acclim_temp	cont_temp	acclim_dur	acclim_type	ctlimit	ramp_rate	groupID	treat	treatSD	treatN	cont	contSD	contN	simpctend	data_type	author	title	journal	year	webpage	ARR	var	precision	diff
23	23	4	22	Lepidoptera	Crambidae	Chilo	partellus	Chilo partellus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Unknown	NA		NA	NA	23	28	NA	Constant	Ctmin	0.25	10	2.66	0.402	20	4.859	0.402	20	No response to stimulus	Graph	"Mutamiswa, R"	Life-stage related responses to combined effects of acclimation temperature and humidity on the thermal tolerance of Chilo partellus (Swinhoe) (Lepidoptera: Crambidae)	JOURNAL OF THERMAL BIOLOGY	2019	https://www.sciencedirect.com/science/article/pii/S0306456518304054#f0011	0.4398	0.000646416	39.33181169	-5
24	23	4	22	Lepidoptera	Crambidae	Chilo	partellus	Chilo partellus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Unknown	NA		NA	NA	28	33	NA	Constant	Ctmin	0.25	10	4.859	0.402	20	4.4	0.381	20	No response to stimulus	Graph	"Mutamiswa, R"	Life-stage related responses to combined effects of acclimation temperature and humidity on the thermal tolerance of Chilo partellus (Swinhoe) (Lepidoptera: Crambidae)	JOURNAL OF THERMAL BIOLOGY	2019	https://www.sciencedirect.com/science/article/pii/S0306456518304054#f0011	-0.0918	0.00061353	40.37217046	-5
25	23	4	22	Lepidoptera	Crambidae	Chilo	partellus	Chilo partellus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Unknown	NA		NA	NA	28	23	NA	Constant	Ctmax	0.25	11	47.89	0.604	20	47.62	0.575	20	No response to stimulus	Graph	"Mutamiswa, R"	Life-stage related responses to combined effects of acclimation temperature and humidity on the thermal tolerance of Chilo partellus (Swinhoe) (Lepidoptera: Crambidae)	JOURNAL OF THERMAL BIOLOGY	2019	https://www.sciencedirect.com/science/article/pii/S0306456518304054#f0014	0.054	0.001390882	26.81358335	5
26	23	4	22	Lepidoptera	Crambidae	Chilo	partellus	Chilo partellus	Terrestrial	Laboratory	Holo	Early life	Adult	within	Unknown	NA		NA	NA	33	28	NA	Constant	Ctmax	0.25	11	48.61	0.633	20	47.89	0.604	20	No response to stimulus	Graph	"Mutamiswa, R"	Life-stage related responses to combined effects of acclimation temperature and humidity on the thermal tolerance of Chilo partellus (Swinhoe) (Lepidoptera: Crambidae)	JOURNAL OF THERMAL BIOLOGY	2019	https://www.sciencedirect.com/science/article/pii/S0306456518304054#f0014	0.144	0.00153101	25.55706552	5
27	23	4	22	Lepidoptera	Crambidae	Chilo	partellus	Chilo partellus	Terrestrial	Laboratory	Holo	Adult	Adult	within	Unknown	NA		NA	NA	23	28	72	Constant	Ctmin	0.25	12	3.79	0.398	20	4.85	0.422	20	No response to stimulus	Graph	"Mutamiswa, R"	Life-stage related responses to combined effects of acclimation temperature and humidity on the thermal tolerance of Chilo partellus (Swinhoe) (Lepidoptera: Crambidae)	JOURNAL OF THERMAL BIOLOGY	2019	https://www.sciencedirect.com/science/article/pii/S0306456518304054#f0012	0.212	0.000672976	38.54785456	-5
28	23	4	22	Lepidoptera	Crambidae	Chilo	partellus	Chilo partellus	Terrestrial	Laboratory	Holo	Adult	Adult	within	Unknown	NA		NA	NA	28	33	72	Constant	Ctmin	0.25	12	4.85	0.422	20	5.06	0.422	20	No response to stimulus	Graph	"Mutamiswa, R"	Life-stage related responses to combined effects of acclimation temperature and humidity on the thermal tolerance of Chilo partellus (Swinhoe) (Lepidoptera: Crambidae)	JOURNAL OF THERMAL BIOLOGY	2019	https://www.sciencedirect.com/science/article/pii/S0306456518304054#f0012	0.042	0.000712336	37.46774479	-5
29	23	4	22	Lepidoptera	Crambidae	Chilo	partellus	Chilo partellus	Terrestrial	Laboratory	Holo	Adult	Adult	within	Unknown	NA		NA	NA	28	23	72	Constant	Ctmax	0.25	13	47.89	0.612	20	47.62	0.612	20	No response to stimulus	Graph	"Mutamiswa, R"	Life-stage related responses to combined effects of acclimation temperature and humidity on the thermal tolerance of Chilo partellus (Swinhoe) (Lepidoptera: Crambidae)	JOURNAL OF THERMAL BIOLOGY	2019	https://www.sciencedirect.com/science/article/pii/S0306456518304054#f0015	0.054	0.001498176	25.8356018	5
30	23	4	22	Lepidoptera	Crambidae	Chilo	partellus	Chilo partellus	Terrestrial	Laboratory	Holo	Adult	Adult	within	Unknown	NA		NA	NA	33	28	72	Constant	Ctmax	0.25	13	48.09	0.626	20	47.89	0.612	20	No response to stimulus	Graph	"Mutamiswa, R"	Life-stage related responses to combined effects of acclimation temperature and humidity on the thermal tolerance of Chilo partellus (Swinhoe) (Lepidoptera: Crambidae)	JOURNAL OF THERMAL BIOLOGY	2019	https://www.sciencedirect.com/science/article/pii/S0306456518304054#f0015	0.04	0.00153284	25.54180515	5
31	71	5	60	Grylloblattodea	Grylloblattidae	Grylloblatta	undescribed	Grylloblatta	Terrestrial	Field	Hemi	Adult	Adult	within	Female	47.92	40 - 50	NA	NA	-1	5	168	Constant	Ctmin	0.2	14	-5	0.9	3	-3.2	0.6	11	Loss of righting ability 	Table	"Schoville, S"	"Conserved and narrow temperature limits in alpine insects: Thermal tolerance and supercooling points of the ice-crawlers, Grylloblatta (Insecta: Grylloblattodea: Grylloblattidae)"	JOURNAL OF THERMAL BIOLOGY	2015	https://www.sciencedirect.com/science/article/pii/S0022191015000980	0.3	0.008409091	10.90499514	-6
32	71	5	60	Grylloblattodea	Grylloblattidae	Grylloblatta	undescribed	Grylloblatta	Terrestrial	Field	Hemi	Adult	Adult	within	Female	47.92	40 - 50	NA	NA	5	-1	168	Constant	Ctmax	0.2	15	28.7	0.6	10	26.7	0	1	Loss of righting ability 	Table	"Schoville, S"	"Conserved and narrow temperature limits in alpine insects: Thermal tolerance and supercooling points of the ice-crawlers, Grylloblatta (Insecta: Grylloblattodea: Grylloblattidae)"	JOURNAL OF THERMAL BIOLOGY	2015	https://www.sciencedirect.com/science/article/pii/S0022191015000980	0.333333333	0.001	31.6227766	6
33	71	5	60	Grylloblattodea	Grylloblattidae	Grylloblatta	undescribed	Grylloblatta	Terrestrial	Field	Hemi	Early life	Early life	within	Unknown	47.92	40 - 50	NA	NA	-1	5	168	Constant	Ctmin	0.2	16	-4.3	0.8	11	-3.7	0.9	11	Loss of righting ability 	Table	"Schoville, S"	"Conserved and narrow temperature limits in alpine insects: Thermal tolerance and supercooling points of the ice-crawlers, Grylloblatta (Insecta: Grylloblattodea: Grylloblattidae)"	JOURNAL OF THERMAL BIOLOGY	2015	https://www.sciencedirect.com/science/article/pii/S0022191015000980	0.1	0.003661616	16.52584183	-6
34	71	5	60	Grylloblattodea	Grylloblattidae	Grylloblatta	undescribed	Grylloblatta	Terrestrial	Field	Hemi	Early life	Early life	within	Unknown	47.92	40 - 50	NA	NA	5	-1	168	Constant	Ctmax	0.2	17	28.2	0.6	9	25.8	0.8	9	Loss of righting ability 	Table	"Schoville, S"	"Conserved and narrow temperature limits in alpine insects: Thermal tolerance and supercooling points of the ice-crawlers, Grylloblatta (Insecta: Grylloblattodea: Grylloblattidae)"	JOURNAL OF THERMAL BIOLOGY	2015	https://www.sciencedirect.com/science/article/pii/S0022191015000980	0.4	0.00308642	18	6
35	71	5	60	Grylloblattodea	Grylloblattidae	Grylloblatta	undescribed	Grylloblatta	Terrestrial	Field	Hemi	Early life	Early life	within	Unknown	47.92	40 - 50	NA	NA	-1	5	168	Constant	Ctmin	0.2	18	-4.3	1.1	6	-4.1	0.5	8	Loss of righting ability 	Table	"Schoville, S"	"Conserved and narrow temperature limits in alpine insects: Thermal tolerance and supercooling points of the ice-crawlers, Grylloblatta (Insecta: Grylloblattodea: Grylloblattidae)"	JOURNAL OF THERMAL BIOLOGY	2015	https://www.sciencedirect.com/science/article/pii/S0022191015000980	0.033333333	0.006469907	12.43228528	-6
36	71	5	60	Grylloblattodea	Grylloblattidae	Grylloblatta	undescribed	Grylloblatta	Terrestrial	Field	Hemi	Early life	Early life	within	Unknown	47.92	40 - 50	NA	NA	5	-1	168	Constant	Ctmax	0.2	19	27	1.1	6	24.6	0.6	3	Loss of righting ability 	Table	"Schoville, S"	"Conserved and narrow temperature limits in alpine insects: Thermal tolerance and supercooling points of the ice-crawlers, Grylloblatta (Insecta: Grylloblattodea: Grylloblattidae)"	JOURNAL OF THERMAL BIOLOGY	2015	https://www.sciencedirect.com/science/article/pii/S0022191015000980	0.4	0.008935185	10.57908779	6
37	473	6	24	Coleoptera	Chrysomelidae	Chirodica	chalcoptera	Chirodica chalcoptera	Terrestrial	Field	Holo	Adult	Adult	within	Mixed	33.6	10	NA	3.4	19	12	168	Constant	Ctmax	0.25	20	41	0.3	10	41.9	0.3	10	Onset spasms	Table	"Terblanche, J"	"The effects of acclimation on thermal tolerance, desiccation resistance and metabolic rate in Chirodica chalcoptera (Coleoptera: Chrysomelidae)"	JOURNAL OF INSECT PHYSIOLOGY 	2005	https://www.sciencedirect.com/science/article/pii/S0022191005001125	-0.128571429	0.000367347	52.17491947	7
38	473	6	24	Coleoptera	Chrysomelidae	Chirodica	chalcoptera	Chirodica chalcoptera	Terrestrial	Field	Holo	Adult	Adult	within	Mixed	33.6	10	NA	3.4	12	19	168	Constant	Ctmin	0.25	21	0.1	0.2	10	1	0.2	20	Onset spasms	Table	"Terblanche, J"	"The effects of acclimation on thermal tolerance, desiccation resistance and metabolic rate in Chirodica chalcoptera (Coleoptera: Chrysomelidae)"	JOURNAL OF INSECT PHYSIOLOGY 	2005	https://www.sciencedirect.com/science/article/pii/S0022191005001125	0.128571429	0.000122449	90.36961141	-7
39	473	6	24	Coleoptera	Chrysomelidae	Chirodica	chalcoptera	Chirodica chalcoptera	Terrestrial	Field	Holo	Adult	Adult	within	Mixed	33.6	10	NA	3.4	19	25	168	Constant	Ctmin	0.25	21	1	0.2	20	2.3	0.2	20	Onset spasms	Table	"Terblanche, J"	"The effects of acclimation on thermal tolerance, desiccation resistance and metabolic rate in Chirodica chalcoptera (Coleoptera: Chrysomelidae)"	JOURNAL OF INSECT PHYSIOLOGY 	2005	https://www.sciencedirect.com/science/article/pii/S0022191005001125	0.216666667	0.000111111	94.86832981	-6
40	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Early life	Early life	within	Unknown	21.15	10	NA	17	42	28	2	Constant	Ctmax	0.25	22	49.115	0.646672	20	49.03	0.563915	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.006071429	0.000187802	72.97088434	14
41	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Early life	Early life	within	Unknown	21.15	10	NA	17	28	-2	2	Constant	Ctmax	0.25	22	49.03	0.563915	20	48.61	0.442362	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.014	2.85E-05	187.1923604	30
42	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Early life	Early life	within	Unknown	21.15	10	NA	17	28	23	72	Constant	Ctmax	0.25	23	48.76	0.635279	20	48.43	0.452013	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.066	0.00121579	28.6794395	5
43	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Early life	Early life	within	Unknown	21.15	10	NA	17	33	28	72	Constant	Ctmax	0.25	23	48.98	0.642855	20	48.76	0.635279	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.044	0.001633684	24.74092787	5
44	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Early life	Early life	within	Unknown	21.15	10	NA	17	28	42	2	Constant	Ctmin	0.25	24	3	0.970079	20	2.34	1.018978	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	-0.047142857	0.000504941	44.50200766	-14
45	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Early life	Early life	within	Unknown	21.15	10	NA	17	-2	28	2	Constant	Ctmin	0.25	24	1.425	0.679686	20	3	0.970079	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.0525	7.79E-05	113.2669856	-30
46	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Early life	Early life	within	Unknown	21.15	10	NA	17	23	28	72	Constant	Ctmin	0.25	25	2.15	0.518601	20	2.9	0.606109	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.15	0.00127263	28.03166418	-5
47	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Early life	Early life	within	Unknown	21.15	10	NA	17	28	33	72	Constant	Ctmin	0.25	25	2.9	0.606109	20	2.69	0.350789	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	-0.042	0.000980842	31.9301129	-5
48	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Adult	Adult	within	Unknown	21.15	10	NA	NA	42	28	2	Constant	Ctmax	0.25	26	45.345	1.265109	20	47.91	1.066179	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	-0.183214286	0.000698275	37.84310112	14
49	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Adult	Adult	within	Unknown	21.15	10	NA	NA	28	-2	2	Constant	Ctmax	0.25	26	47.91	1.066179	20	46.4	0.993134	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.050333333	0.000117947	92.07799517	30
50	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Adult	Adult	within	Unknown	21.15	10	NA	NA	28	23	72	Constant	Ctmax	0.25	27	47.085	1.319599	20	46.695	1.92093	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.078	0.010862627	9.594725693	5
51	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Adult	Adult	within	Unknown	21.15	10	NA	NA	33	28	72	Constant	Ctmax	0.25	27	46.795	1.255923	20	47.085	1.319599	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	-0.058	0.006637368	12.2744501	5
52	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Adult	Adult	within	Unknown	21.15	10	NA	NA	28	42	2	Constant	Ctmin	0.25	28	-2.18	0.226181	20	3.63	0.624163	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.415	0.000112433	94.30899838	-14
53	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Adult	Adult	within	Unknown	21.15	10	NA	NA	-2	28	2	Constant	Ctmin	0.25	28	-0.63	0.667359	20	-2.18	0.226181	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	-0.051666667	2.76E-05	190.3992827	-30
54	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Adult	Adult	within	Unknown	21.15	10	NA	NA	23	28	72	Constant	Ctmin	0.25	29	-1.845	0.771516	20	-1.455	1.201961	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.078	0.004079894	15.65580995	-5
55	3	7	99	Lepidoptera	Gelechiidae	Tuta	absoluta	Tuta absoluta	Terrestrial	Field	Holo	Adult	Adult	within	Unknown	21.15	10	NA	NA	28	33	72	Constant	Ctmin	0.25	29	-1.455	1.201961	20	-1.245	0.427323	20	No response to stimulus	Emailed to get raw data - calculated in excel	"Tarusikirwa, V"	Thermal plasticity in the invasive south American tomato pinworm Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae)	Journal of Thermal Biology	2020	https://www.sciencedirect.com/science/article/pii/S0306456519306047	0.042	0.00325463	17.52867798	-5
56	5	8	64	Coleoptera	Coccinellidae	Harmonia	axyridis	Harmonia axyridis	Terrestrial	Laboratory	Holo	Early life	Adult	within	Mixed	33.92	10	NA	41.48	23.5	18.6	NA	Day/night constant cycle	Ctmax	0.05	30	44.26	0.25	30	44.18	0.41	30	Loss of clinging ability	Graph	"Shinner, R"	"Across-stage consequences of thermal stress have trait-specific effects and limited fitness costs in the harlequin ladybird, Harmonia axyridis"	Evolutionary Ecology	2020	https://link.springer.com/article/10.1007/s10682-020-10045-1	0.016326531	0.000320144	55.88909226	4.9
57	5	8	64	Coleoptera	Coccinellidae	Harmonia	axyridis	Harmonia axyridis	Terrestrial	Laboratory	Holo	Early life	Adult	within	Mixed	33.92	10	NA	41.48	28.6	23.5	NA	Day/night constant cycle	Ctmax	0.05	30	44.23	0.44	30	44.26	0.25	30	Loss of clinging ability	Graph	"Shinner, R"	"Across-stage consequences of thermal stress have trait-specific effects and limited fitness costs in the harlequin ladybird, Harmonia axyridis"	Evolutionary Ecology	2020	https://link.springer.com/article/10.1007/s10682-020-10045-2	-0.005882353	0.000328207	55.19833962	5.1
58	5	8	64	Coleoptera	Coccinellidae	Harmonia	axyridis	Harmonia axyridis	Terrestrial	Laboratory	Holo	Adult	Adult	within	Mixed	33.92	10	NA	41.48	23.5	18.6	168	Day/night constant cycle	Ctmax	0.05	31	44.16	0.55	30	44.07	0.48	30	Loss of clinging ability	Graph	"Shinner, R"	"Across-stage consequences of thermal stress have trait-specific effects and limited fitness costs in the harlequin ladybird, Harmonia axyridis"	Evolutionary Ecology	2020	https://link.springer.com/article/10.1007/s10682-020-10045-3	0.018367347	0.000739831	36.76493879	4.9
59	5	8	64	Coleoptera	Coccinellidae	Harmonia	axyridis	Harmonia axyridis	Terrestrial	Laboratory	Holo	Adult	Adult	within	Mixed	33.92	10	NA	41.48	28.6	23.5	168	Day/night constant cycle	Ctmax	0.05	31	44.6	0.41	30	44.16	0.55	30	Loss of clinging ability	Graph	"Shinner, R"	"Across-stage consequences of thermal stress have trait-specific effects and limited fitness costs in the harlequin ladybird, Harmonia axyridis"	Evolutionary Ecology	2020	https://link.springer.com/article/10.1007/s10682-020-10045-4	0.08627451	0.000603101	40.71972553	5.1
60	5	8	64	Coleoptera	Coccinellidae	Harmonia	axyridis	Harmonia axyridis	Terrestrial	Laboratory	Holo	Early life	Adult	within	Mixed	33.92	10	NA	41.48	18.6	23.5	NA	Day/night constant cycle	Ctmin	0.05	32	1.2	0.69	30	1.21	0.55	30	No response to stimulus	Graph	"Shinner, R"	"Across-stage consequences of thermal stress have trait-specific effects and limited fitness costs in the harlequin ladybird, Harmonia axyridis"	Evolutionary Ecology	2020	https://link.springer.com/article/10.1007/s10682-020-10045-5	0.002040816	0.001080938	30.41581848	-4.9
61	5	8	64	Coleoptera	Coccinellidae	Harmonia	axyridis	Harmonia axyridis	Terrestrial	Laboratory	Holo	Early life	Adult	within	Mixed	33.92	10	NA	41.48	23.5	28.6	NA	Day/night constant cycle	Ctmin	0.05	32	1.21	0.55	30	1.45	0.95	30	No response to stimulus	Graph	"Shinner, R"	"Across-stage consequences of thermal stress have trait-specific effects and limited fitness costs in the harlequin ladybird, Harmonia axyridis"	Evolutionary Ecology	2020	https://link.springer.com/article/10.1007/s10682-020-10045-6	0.047058824	0.001544278	25.44704044	-5.1
62	5	8	64	Coleoptera	Coccinellidae	Harmonia	axyridis	Harmonia axyridis	Terrestrial	Laboratory	Holo	Adult	Adult	within	Mixed	33.92	10	NA	41.48	18.6	23.5	168	Day/night constant cycle	Ctmin	0.05	33	0.97	0.87	30	1.11	1.11	30	No response to stimulus	Graph	"Shinner, R"	"Across-stage consequences of thermal stress have trait-specific effects and limited fitness costs in the harlequin ladybird, Harmonia axyridis"	Evolutionary Ecology	2020	https://link.springer.com/article/10.1007/s10682-020-10045-7	0.028571429	0.002761349	19.03002312	-4.9
63	5	8	64	Coleoptera	Coccinellidae	Harmonia	axyridis	Harmonia axyridis	Terrestrial	Laboratory	Holo	Adult	Adult	within	Mixed	33.92	10	NA	41.48	23.5	28.6	168	Day/night constant cycle	Ctmin	0.05	33	1.11	1.11	30	1.37	1.08	30	No response to stimulus	Graph	"Shinner, R"	"Across-stage consequences of thermal stress have trait-specific effects and limited fitness costs in the harlequin ladybird, Harmonia axyridis"	Evolutionary Ecology	2020	https://link.springer.com/article/10.1007/s10682-020-10045-8	0.050980392	0.003073818	18.03686032	-5.1
64	12	9	100	Hymenoptera	Formicidae	Wasmannia	auropunctata	Wasmannia auropunctata	Terrestrial	Field	Holo	Adult	Adult	within	Female	34.1	10	NA	0.109	20	15	240	Constant	Ctmax	0.25	34	41.3594132	0.8233476	14	40.3031785	1.6466952	14	Loss of activity	Graph	"Coulin, C"	"Linking thermo-tolerances of the highly invasive ant, Wasmannia auropunctata, to its current and potential distribution"	Biological Invasions	2020	https://link.springer.com/article/10.1007/s10530-019-02063-0	0.21124694	0.009684304	10.16168659	5
65	12	9	100	Hymenoptera	Formicidae	Wasmannia	auropunctata	Wasmannia auropunctata	Terrestrial	Field	Holo	Adult	Adult	within	Female	34.1	10	NA	0.109	25	20	240	Constant	Ctmax	0.25	34	41.6381418	0.9331273	14	41.3594132	0.8233476	14	Loss of activity	Graph	"Coulin, C"	"Linking thermo-tolerances of the highly invasive ant, Wasmannia auropunctata, to its current and potential distribution"	Biological Invasions	2020	https://link.springer.com/article/10.1007/s10530-019-02063-1	0.05574572	0.004424651	15.03351352	5
66	12	9	100	Hymenoptera	Formicidae	Wasmannia	auropunctata	Wasmannia auropunctata	Terrestrial	Field	Holo	Adult	Adult	within	Female	34.1	10	NA	0.109	30	25	240	Constant	Ctmax	0.25	34	42.3129584	0.6586781	14	41.6381418	0.9331273	14	Loss of activity	Graph	"Coulin, C"	"Linking thermo-tolerances of the highly invasive ant, Wasmannia auropunctata, to its current and potential distribution"	Biological Invasions	2020	https://link.springer.com/article/10.1007/s10530-019-02063-2	0.13496332	0.003727381	16.37940414	5
67	12	9	100	Hymenoptera	Formicidae	Wasmannia	auropunctata	Wasmannia auropunctata	Terrestrial	Field	Holo	Adult	Adult	within	Female	34.1	10	NA	0.109	35	30	240	Constant	Ctmax	0.25	34	43.0464548	1.2624663	14	42.3129584	0.6586781	14	Loss of activity	Graph	"Coulin, C"	"Linking thermo-tolerances of the highly invasive ant, Wasmannia auropunctata, to its current and potential distribution"	Biological Invasions	2020	https://link.springer.com/article/10.1007/s10530-019-02063-3	0.14669928	0.005793366	13.13815943	5
68	12	9	100	Hymenoptera	Formicidae	Wasmannia	auropunctata	Wasmannia auropunctata	Terrestrial	Field	Holo	Adult	Adult	within	Female	34.1	10	NA	0.109	10	15	240	Constant	Ctmin	0.25	35	6.0689655	1.4819019	30	5.066313	2.0920968	30	Loss of natural position	Graph	"Coulin, C"	"Linking thermo-tolerances of the highly invasive ant, Wasmannia auropunctata, to its current and potential distribution"	Biological Invasions	2020	https://link.springer.com/article/10.1007/s10530-019-02063-4	-0.2005305	0.00876387	10.68198698	-5
69	12	9	100	Hymenoptera	Formicidae	Wasmannia	auropunctata	Wasmannia auropunctata	Terrestrial	Field	Holo	Adult	Adult	within	Female	34.1	10	NA	0.109	15	20	240	Constant	Ctmin	0.25	35	5.066313	2.0920968	30	5.734748	1.8305847	30	Loss of natural position	Graph	"Coulin, C"	"Linking thermo-tolerances of the highly invasive ant, Wasmannia auropunctata, to its current and potential distribution"	Biological Invasions	2020	https://link.springer.com/article/10.1007/s10530-019-02063-5	0.133687	0.010303879	9.851437848	-5
70	12	9	100	Hymenoptera	Formicidae	Wasmannia	auropunctata	Wasmannia auropunctata	Terrestrial	Field	Holo	Adult	Adult	within	Female	34.1	10	NA	0.109	20	25	240	Constant	Ctmin	0.25	35	5.734748	1.8305847	30	5.066313	2.0920968	30	Loss of natural position	Graph	"Coulin, C"	"Linking thermo-tolerances of the highly invasive ant, Wasmannia auropunctata, to its current and potential distribution"	Biological Invasions	2020	https://link.springer.com/article/10.1007/s10530-019-02063-6	-0.133687	0.010303879	9.851437848	-5
